物品名称	编号	说明
日夕沙	61750	日夕沙
日雨沙	61751	日雨沙
月烁沙	61752	月烁沙
月耀沙	61753	月耀沙
月辉沙	61754	月辉沙
月影沙	61755	月影沙
月彩沙	61756	月彩沙
月夕沙	61757	月夕沙
月雨沙	61758	月雨沙
星烁沙	61759	星烁沙
星耀沙	61760	星耀沙
星辉沙	61761	星辉沙
星影沙	61762	星影沙
星彩沙	61763	星彩沙
星夕沙	61764	星夕沙
星雨沙	61765	星雨沙
钛晶(人)	61766	日加5
烟水晶(人)	61767	月加5
紫水晶(人)	61768	星加5
白水晶(人)	61769	日加15
黄水晶(人)	61770	月加15
粉水晶(人)	61771	星加15
紫黄晶(人)	61772	麻痺机率减10%
紫龙晶(人)	61773	流血机率减10%
金发晶(人)	61774	混乱机率减10%
原力石(人)	61775	防加50
黑发晶(人)	61776	冰加5
红发晶(人)	61777	冰加15
银发晶(人)	61778	攻加30
红幽灵晶(人)	61779	
绿幽灵晶(人)	61780	
白幽灵石(地)	61781	日加5
异象石(地)	61782	月加5
莹石(地)	61783	星加5
月光石(地)	61784	麻痺机率加10%
虎眼石(地)	61785	流血机率加10%
青金石(地)	61786	混乱机率加10%
钠长石(地)	61787	麻痺机率减50%
绿松石(地)	61788	流血机率减50%
黑曜石(地)	61789	混乱机率减50%
断髓石(地)	61790	攻加50
神髓石(地)	61791	防+100
菱锰石(地)	61792	冰加5
石榴石(地)	61793	
绿石榴石(地)	61794	
红电气石(地)	61795	
绿电气石(天)	61796	日加5
绿东菱石(天)	61797	月加5
捷克陨石(天)	61798	星加5
舒俱来石(天)	61799	胆识加3
琥珀(天)	61800	根骨加3
黄玉(天)	61801	日属性攻加20、日属性防加100。
天铁(天)	61802	月属性攻加20、月属性防加100。
玛瑙(天)	61803	星属性攻加20、星属性防加100。
黑玛瑙(天)	61804	
红玛瑙(天)	61805	
蓝玉髓(天)	61806	冰加5
紫玉髓(天)	61807	冰属性攻加20、冰属性防加100。（只能镶嵌在武器上）　
海蓝宝(天)	61808	防+200
蓝琉璃(天)	61809	任务用
西藏天珠(天)	61810	攻+100
攻击石（人）	61811	镶嵌后可增加攻击力
防御石（人）	61812	镶嵌后可增加防御力
	61813	
攻击石（地）	61831	镶嵌后可增加攻击力
防御石（地）	61832	镶嵌后可增加防御力
	61833	
攻击石（天）	61851	镶嵌后可增加攻击力
防御石（天）	61852	镶嵌后可增加防御力
闪避石（天）	61853	镶嵌后可增加闪避率
反击石（天）	61854	镶嵌后可增加反击率
爆击石（天）	61855	镶嵌后可增加爆击率
菩‧黄玉(天)	61856	日属性攻加40、日属性防加100。
菩‧天铁(天)	61857	月属性攻加40、月属性防加100。
菩‧玛瑙(天)	61858	星属性攻加40、星属性防加100。
菩‧紫玉髓(天)	61859	冰属性攻加40、冰属性防加100。
菩‧西藏天珠(天)	61860	攻+200
	61861	
臂力钻	61901	臂力+1，需镶嵌在武器装备上方可发挥功效，时效到会消失
臂力钻	61902	臂力+2，需镶嵌在武器装备上方可发挥功效，时效到会消失
臂力钻	61903	臂力+3，需镶嵌在武器装备上方可发挥功效，时效到会消失
胆识钻	61904	胆识+1，需镶嵌在武器装备上方可发挥功效，时效到会消失
胆识钻	61905	胆识+2，需镶嵌在武器装备上方可发挥功效，时效到会消失
胆识钻	61906	胆识+3，需镶嵌在武器装备上方可发挥功效，时效到会消失
悟性钻	61907	悟性+1，需镶嵌在武器装备上方可发挥功效，时效到会消失
悟性钻	61908	悟性+2，需镶嵌在武器装备上方可发挥功效，时效到会消失
悟性钻	61909	悟性+3，需镶嵌在武器装备上方可发挥功效，时效到会消失
福缘钻	61910	福缘+1，需镶嵌在武器装备上方可发挥功效，时效到会消失
福缘钻	61911	福缘+2，需镶嵌在武器装备上方可发挥功效，时效到会消失
福缘钻	61912	福缘+3，需镶嵌在武器装备上方可发挥功效，时效到会消失
定力钻	61913	定力+1，需镶嵌在武器装备上方可发挥功效，时效到会消失
定力钻	61914	定力+2，需镶嵌在武器装备上方可发挥功效，时效到会消失
定力钻	61915	定力+3，需镶嵌在武器装备上方可发挥功效，时效到会消失
机敏钻	61916	机敏+1，需镶嵌在武器装备上方可发挥功效，时效到会消失
机敏钻	61917	机敏+2，需镶嵌在武器装备上方可发挥功效，时效到会消失
机敏钻	61918	机敏+3，需镶嵌在武器装备上方可发挥功效，时效到会消失
根骨钻	61919	根骨+1，需镶嵌在武器装备上方可发挥功效，时效到会消失
根骨钻	61920	根骨+2，需镶嵌在武器装备上方可发挥功效，时效到会消失
根骨钻	61921	根骨+3，需镶嵌在武器装备上方可发挥功效，时效到会消失
	61922	
	61923	
太玄I最后山洞	62001	
太玄J悟侠客行	62002	
太玄K拜别侠岛	62003	
太玄L战胜海怪	62004	
太玄X得太玄经	62005	
太玄Y掌门腊月	62006	
太玄Z失败重来	62007	
侠客岛公敌	62008	
冤屈标记A	62009	
冤屈标记B	62010	
冤屈标记C	62011	
冤屈标记D	62012	
冤屈标记E	62013	
冤屈标记F	62014	
冤屈标记G	62015	
冤屈标记H	62016	
冤屈标记I	62017	
冤屈标记J	62018	
冤屈标记K	62019	
冤屈标记L	62020	
冤屈标记M	62021	
冤屈标记N	62022	
冤屈标记O	62023	
冤屈标记P	62024	
冤屈标记Q	62025	
冤屈标记R	62026	
冤屈标记S	62027	
冤屈标记T	62028	
冤屈标记U	62029	
冤屈标记V	62030	
聚贤标记A	62031	
聚贤标记B	62032	
聚贤标记C	62033	
聚贤标记D	62034	
聚贤标记E	62035	
聚贤标记F	62036	
聚贤标记G	62037	
铁丑标记A	62038	
铁丑标记B	62039	
铁丑标记C	62040	
铁丑标记D	62041	
铁丑标记E	62042	
铁丑标记F	62043	
铁丑标记G	62044	
冰蚕标记A	62045	
冰蚕标记B	62046	
冰蚕标记C	62047	
冰蚕标记D	62048	
易筋标记A	62049	
易筋标记B	62050	
易筋标记C	62051	
易筋标记D	62052	
易筋标记E	62053	
易筋标记F	62054	
易筋标记G	62055	
易筋标记H	62056	
易筋标记I	62057	
易筋标记J	62058	
易筋标记K	62059	
易筋标记L	62060	
易筋标记M	62061	
易筋标记N	62062	
易筋标记O	62063	
易筋标记P	62064	
无相A	62065	
无相B	62066	
无相C	62067	
无相D	62068	
无相E	62069	
无相F	62070	
无相G	62071	
无相H	62072	
无相I	62073	
无相J	62074	
无相K	62075	
无相L	62076	
无相M	62077	
无相N	62078	
丁典Ａ	62079	
丁典Ｂ	62080	
丁典Ｃ	62081	
丁典Ｄ	62082	
丁典Ｅ	62083	
丁典Ｆ	62084	
丁典Ｇ	62085	
丁典Ｈ	62086	
丁典Ｉ	62087	
丁典Ｊ	62088	
丁典Ｋ	62089	
丁典Ｌ	62090	
丁典Ｍ	62091	
丁典Ｎ	62092	
合葬Ａ	62093	
合葬Ｂ	62094	
龙象Ａ	62095	
龙象Ｂ	62096	
龙象Ｃ	62097	
龙象Ｄ	62098	
龙象Ｅ	62099	
龙象Ｆ	62100	
龙象Ｇ	62101	
龙象Ｈ	62102	
龙象Ｉ	62103	
龙象Ｊ	62104	
洗髓a	62105	
洗髓b	62106	
洗髓c	62107	
洗髓d	62108	
洗髓e	62109	
洗髓f	62110	
先蛤逆A全知道	62111	
先蛤逆B上华山	62112	
先蛤逆C看热闹	62113	
蛤逆A华山助西	62114	
先天A华山助中	62115	
先天B访终南山	62116	
先天C往桃花岛	62117	
先天D药师拒绝	62118	
先天E七公不在	62119	
先天F南帝迎接	62120	
先天G伯通教拳	62121	
先天H南帝相谈	62122	
先天I白驼偷袭	62123	
先天J力战西毒	62124	
先天K神通重创	62125	
先天L寻老顽童	62126	
先天M惊闻恶耗	62127	
先天N重阳之墓	62128	
逆行H送去书简	62129	
蛤逆A剑冢西毒	62130	
蛤逆B码头偷袭	62131	
蛤逆C五仙找毒	62132	
蛤逆D入五仙教	62133	
蛤逆E取得毒物	62134	
蛤逆F偷袭出击	62135	
蛤逆G丐帮偷袭	62136	
蛤逆H大理埋伏	62137	
蛤逆I误入古墓	62138	
蛤逆J扰终南山	62139	
蛤逆K等待机会	62140	
蛤逆L全力一搏	62141	
蛤逆M强闯后山	62142	
蛤逆N强入山洞	62143	
蛤逆O死而复生	62144	
蛤逆P买药治伤	62145	
蛤蟆功A买烤猪水	62146	
蛤蟆功B水饺包子	62147	
蛤蟆功C汤品两种	62148	
蛤蟆功D甜品两种	62149	
蛤蟆功E水果两个	62150	
逆行A擒住郭黄	62151	
逆行B威胁抄书	62152	
逆行C抄书1	62153	
逆行D抄书2	62154	
逆行E抄书3	62155	
逆行F抄书4	62156	
逆行G抄书5	62157	
龙象Ｋ	62158	
龙象Ｌ	62159	
龙象Ｍ	62160	
龙象Ｎ	62161	
龙象Ｏ	62162	
洗髓G	62163	
洗髓H	62164	
洗髓I	62165	
洗髓J	62166	
洗髓K	62167	
洗髓L	62168	
洗髓M	62169	
洗髓N	62170	
洗髓O	62171	
先天O力抗西毒	62172	
先天P西毒扰墓	62173	
蛤逆二A村民	62174	
蛤逆二B三人	62175	
蛤逆二C全真	62176	
蛤逆二D找药	62177	
蛤逆二E得药	62178	
蛤逆二F复仇	62179	
蛤蟆二A找毒1	62180	
蛤蟆二B找毒2	62181	
蛤蟆二C找毒3	62182	
蛤蟆二D找毒4	62183	
蛤蟆二E等待	62184	
蛤蟆二F埋尸	62185	
逆行二A找经	62186	
逆行二B买糖	62187	
逆行二C抄书1	62188	
逆行二D抄书2	62189	
逆行二E抄书3	62190	
逆行二F抄书4	62191	
逆行二G送书	62192	
太玄M有读书	62193	
易筋慕容1	62194	
易筋慕容2	62195	
易筋慕容3	62196	
易筋慕容4	62197	
斗转回收	62198	
宝石A	62199	
宝石B	62200	
宝石C	62201	
宝石D	62202	
青城标记1	62203	
青城标记2	62204	
青城标记3	62205	
雪山标记1	62206	
石高娶妻A帮忙	62207	
石高娶妻B媒婆	62208	
石高娶妻C凤冠	62209	
石高娶妻D首饰	62210	
石高娶妻E嫁妆	62211	
石高娶妻F婚礼	62212	
石高娶妻G有喜	62213	
石高娶妻H弄璋	62214	
招亲完颜康A客栈	62215	
招亲完颜康B大叔	62216	
招亲完颜康C拜访	62217	
招亲完颜康D叹息	62218	
招亲完颜康E自语	62219	
招亲完颜康F原由	62220	
招亲完颜康G京城	62221	
招亲完颜康H有情	62222	
可兰经1帮回族	62223	
可兰经2得红花	62224	
可兰经3过闪身	62225	
可兰经4帮心砚	62226	
可兰经5往标局	62227	
可兰经6过点穴	62228	
可兰经7过泥偶	62229	
英雄救美1	62230	
英雄救美2	62231	
英雄救美3	62232	
英雄救美4	62233	
英雄救美5	62234	
许仙A协助	62235	
素贞A告知	62236	
素贞B找布	62237	
素贞C送布	62238	
心魔1	62239	
心魔2	62240	
心魔3	62241	
心魔4	62242	
心魔6	62243	
心魔7	62244	
心魔8	62245	
心魔9	62246	
心魔10	62247	
心魔11	62248	
心魔12	62249	
心魔13	62250	
心魔14	62251	
心魔15	62252	
心魔16	62253	
心魔17	62254	
心魔18	62255	
心魔19	62256	
心魔20	62257	
心魔21	62258	
心魔22	62259	
心魔24	62260	
开启入门标记1	62261	
开启入门标记2	62262	
开启入门标记3	62263	
开启入门标记4	62264	
开启入门标记5	62265	
开启入门标记6	62266	
开启入门标记7	62267	
开启入门标记8	62268	
小爱A	62269	
小爱B	62270	
小爱C	62271	
小爱D	62272	
小爱E	62273	
小爱F	62274	
小爱G	62275	
小爱H	62276	
小爱I	62277	
小爱J	62278	
心魔25	62279	
心魔26	62280	
心魔27	62281	
心魔28	62282	
心魔29	62283	
心魔30	62284	
机关1	62285	
机关2	62286	
机关3	62287	
机关4	62288	
机关5	62289	
机关6	62290	
机关7	62291	
机关8	62292	
机关9	62293	
机关10	62294	
收集虎魄之魂	62295	
大丑1	62296	
大丑2	62297	
大丑3	62298	
大丑4	62299	
二丑1	62300	
二丑2	62301	
二丑3	62302	
三丑1	62303	
三丑2	62304	
三丑3	62305	
三丑4	62306	
四丑1	62307	
四丑2	62308	
四丑3	62309	
四丑4	62310	
武尊战斗胜利标记	62311	
凤凰珠钗A材料	62312	
冷月弯刀A材料	62313	
混沌(子)	62314	
盘古(丑)	62315	
女娲(寅)	62316	
夸父(卯)	62317	
后羿(辰)	62318	
嫦娥(巳)	62319	
吴刚(午)	62320	
精卫(未)	62321	
伏羲(申)	62322	
神农(酉)	62323	
燧人(戌)	62324	
轩辕(亥)	62325	
七夕(全)	62326	
番外标记1	62327	
番外标记2	62328	
番外标记3	62329	
番外标记4	62330	
番外标记5	62331	
华山标记	62332	
武当标记	62333	
少林标记	62334	
峨嵋标记	62335	
恒山标记	62336	
丐帮标记	62337	
血刀标记	62338	
古墓标记	62339	
全真标记	62340	
灵鹫标记	62341	
星宿标记	62342	
崑仑标记	62343	
崆峒标记	62344	
泰山标记	62345	
獠牙A	62346	
钥匙B	62347	
老者机关1标记	62348	
老者机关2标记	62349	
老者机关3标记	62350	
老者机关4标记	62351	
有巢(甲)	62352	
珠钗标记1	62353	
珠钗标记2	62354	
珠钗标记3	62355	
珠钗标记4	62356	
珠钗标记5	62357	
若兰A京城协助	62358	
若兰B购物考虑	62359	
若兰C欠款一半	62360	
双手A老顽童起	62361	
双手B郭靖首问	62362	
双手C绝谷龙女	62363	
双手D郭靖再问	62364	
双手E顽童试一	62365	
双手F顽童试二	62366	
双手G顽童试三	62367	
双手H顽童试四	62368	
神行a	62369	
神行b	62370	
神行c	62371	
神行d	62372	
凌波A标记	62373	
凌波B标记	62374	
凌波C标记	62375	
凌波D标记	62376	
太玄D1全真夺令	62377	
抓拿朱蛤	62378	
抓拿冰蚕	62379	
A1	62380	
A2	62381	
A3	62382	
A4	62383	
A5	62384	
A6	62385	
A7	62386	
B1	62387	
B2	62388	
B3	62389	
B4	62390	
朱蛤1	62391	
朱蛤2	62392	
朱蛤3	62393	
朱蛤4	62394	
冰蚕A辽国老人	62395	
冰蚕B西夏张铁	62396	
冰蚕C探到消息	62397	
冰蚕D陷入浑沌	62398	
冰蚕E巧遇铁丑	62399	
C1	62400	
C2	62401	
C3	62402	
C4	62403	
C5	62404	
C6	62405	
C7	62406	
C8	62407	
C9	62408	
C10	62409	
C11	62410	
C12	62411	
C13	62412	
C14	62413	
C15	62414	
C16	62415	
C17	62416	
C18	62417	
C19	62418	
C20	62419	
C21	62420	
易容面具A	62421	
易容面具B	62422	
救阿紫A	62423	
救阿紫B	62424	
寻找人参Ａ	62425	
寻找人蔘Ｂ	62426	
打虎Ａ	62427	
找熊胆Ａ	62428	
找熊胆Ｂ	62429	
找熊胆Ｃ	62430	
找熊胆Ｄ	62431	
找熊胆Ｅ	62432	
营救萧峰A辽国	62433	
营救萧峰B详情	62434	
营救萧峰C丐帮	62435	
营救萧峰D西夏	62436	
营救萧峰E大理	62437	
营救萧峰F京城	62438	
营救萧峰G扬州	62439	
闯少林胜利标记	62440	
打探消息	62441	
拜访方丈	62442	
探藏经阁A	62443	
探藏经阁B	62444	
探藏经阁C	62445	
探藏经阁D	62446	
探藏经阁E	62447	
探藏经阁F	62448	
探藏经阁G	62449	
探藏经阁H	62450	
探藏经阁I	62451	
探藏经阁J	62452	
探藏经阁K	62453	
探藏经阁L	62454	
鳄神跑腿A鳄嘴剪	62455	
鳄神跑腿B铸剑师	62456	
收集信息A	62457	
收集信息B	62458	
收集信息C	62459	
搜索祭坛A	62460	
搜索祭坛B	62461	
寻找方法A	62462	
寻找方法B	62463	
得到镜子	62464	
机关已开启	62465	
材料一	62466	
材料二	62467	
材料三	62468	
材料四	62469	
材料五	62470	
材料六	62471	
找水	62472	
捞东西	62473	
匕首材料	62474	
收匕首	62475	
占卜记录	62476	
愚者紫石0	62477	
愚者紫石1	62478	
愚者紫石2	62479	
愚者紫石3	62480	
愚者紫石4	62481	
愚者紫石5	62482	
愚者紫石6	62483	
愚者紫石7	62484	
愚者紫石8	62485	
愚者紫石9	62486	
女祭师木镯	62487	
皇帝玉玺	62488	
教皇项鍊	62489	
情人依芙	62490	
战车收集	62491	
正义宝剑A找剑	62492	
正义宝剑B找料	62493	
正义宝剑C送料	62494	
高塔搜集	62495	
玉玦收集	62496	
猴酒标记A	62497	
猴酒标记B	62498	
猴酒标记C	62499	
猴酒标记D	62500	
银狐任务A	62501	
银狐任务B	62502	
银狐任务C	62503	
银狐任务D	62504	
左遗A求救	62505	
左遗B急救	62506	
左遗C误会	62507	
左遗D拼图游戏	62508	
小师妹任务A      	62509	
小师妹任务B  	62510	
小师妹任务C	62511	
小师妹任务D	62512	
小师妹任务E	62513	
小师妹任务F	62514	
抓蜜蜂失败标记	62515	
青城余标记A	62516	
青城余标记B	62517	
青城余标记C	62518	
青城余标记D	62519	
青城余标记E	62520	
圣姑找经A赴约	62521	
圣姑找经B金刚	62522	
圣姑找经C太极	62523	
圣姑找经D灌顶	62524	
冲虚机关A	62525	
冲虚机关B	62526	
冲虚机关C	62527	
冲虚机关D	62528	
冲虚机关E	62529	
冲虚机关F	62530	
冲虚机关G	62531	
冲虚机关H	62532	
冲虚机关I	62533	
冲虚机关J	62534	
化异b帮忙	62535	
化异c武解	62536	
化异d寻风	62537	
化异f给经	62538	
化异g抄录	62539	
龙王公主A	62540	
龙王公主B	62541	
龙王公主C	62542	
龙王公主D	62543	
龙王公主E	62544	
龙王公主F	62545	
龙王公主G	62546	
龙王公主H	62547	
龙王公主I	62548	
冲虚机关A	62549	
冲虚机关B	62550	
冲虚机关C	62551	
冲虚机关D	62552	
冲虚机关E	62553	
冲虚机关F	62554	
冲虚机关G	62555	
冲虚机关H	62556	
冲虚机关I	62557	
冲虚机关J	62558	
非非A败青城	62559	
非非B失踪	62560	
馄饨汤A肉菜	62561	
冠军王小队1	62562	
冠军王小队2	62563	
冠军王小队3	62564	
冠军王小队4	62565	
冠军王小队5	62566	
冠军王小队6	62567	
冠军王小队7	62568	
冠军王小队8	62569	
冠军王小队9	62570	
冠军王小队10	62571	
冠军王小队11	62572	
冠军王小队12	62573	
冠军王小队13	62574	
冠军王小队14	62575	
冠军王小队15	62576	
冠军王小队16	62577	
冠军王小队17	62578	
冠军王小队18	62579	
冠军王小队19	62580	
冠军王小队20	62581	
颜青画像A 	62582	
颜青画像B	62583	
颜青画像C	62584	
颜青画像D	62585	
颜青画像E	62586	
颜青画像F	62587	
救小非非A	62588	
救小非非B	62589	
救小非非C	62590	
救小非非D	62591	
救小非非E	62592	
救小非非F	62593	
救小非非G	62594	
重战非非	62595	
日月A01探访	62596	
日月A02往夏	62597	
日月A03目睹	62598	
日月A04送信	62599	
日月A05冲出	62600	
日月A06回报	62601	
日月A07结束	62602	
日月A08备用标记	62603	
日月B01打错	62604	
日月B02逃亡	62605	
日月B03结束	62606	
日月B04备用	62607	
日月C01怜悯	62608	
日月C02答应	62609	
日月C03结束	62610	
日月C04备用	62611	
日月D1应允	62612	
日月D2双熊	62613	
日月D3回问	62614	
日月D4老祖	62615	
日月D5达成	62616	
日月E1答应	62617	
日月E2制药	62618	
日月E3得药	62619	
日月E4寻人	62620	
日月E5客栈	62621	
日月E6木易	62622	
五岳A01尾随	62623	
五岳A02脱出	62624	
五岳A03拜见	62625	
五岳A04结束	62626	
五岳A05备用标记	62627	
五岳B01巧合	62628	
五岳B02报信	62629	
五岳B03结束	62630	
五岳B04备用标记	62631	
笑傲终01方证	62632	
笑傲终02服左	62633	
笑傲终03败任	62634	
五岳C01喝酒	62635	
五岳D01应允	62636	
五岳D02动手	62637	
五岳E01帮忙	62638	
五岳E02不在	62639	
五岳E03回问	62640	
五岳E04小二	62641	
五岳E05见岳	62642	
五岳E06找林	62643	
五岳E07胜林	62644	
抽签1	62645	
抽签2	62646	
抽签3	62647	
抽签4	62648	
令狐与珊A	62649	
令狐与珊B	62650	
令狐与珊C	62651	
令狐与珊D	62652	
令狐与珊E	62653	
令狐与珊F	62654	
令狐与琳A	62655	
令狐与琳B	62656	
令狐与琳C	62657	
令狐与琳D	62658	
令狐与琳E	62659	
令狐与琳F	62660	
令狐与盈A	62661	
令狐与盈B	62662	
令狐与盈C	62663	
令狐与盈D	62664	
令狐与盈E	62665	
令狐与盈F	62666	
欧取得卡片	62667	
殷取得卡片	62668	
令取得卡片	62669	
宋取得卡片	62670	
范取得卡片	62671	
胡取得卡片	62672	
游取得卡片	62673	
卡片代价	62674	
难知如阴-A	62675	
难知如阴-B	62676	
难知如阴-C	62677	
难知如阴-D	62678	
侵略如火-A	62679	
侵略如火-B	62680	
侵略如火-C	62681	
侵略如火-D	62682	
段誉与仙A	62683	
段誉与仙B	62684	
段誉与仙C	62685	
段誉与仙D	62686	
段誉与仙E	62687	
段誉与仙F	62688	
动如雷震-A	62689	
动如雷震-B	62690	
动如雷震-C	62691	
动如雷震-D	62692	
不动如山-A	62693	
不动如山-B	62694	
不动如山-C	62695	
不动如山-D	62696	
疾如风-A	62697	
疾如风-B	62698	
疾如风-C	62699	
疾如风-D	62700	
徐如林-A	62701	
徐如林-B	62702	
徐如林-C	62703	
徐如林-D	62704	
祭拜完成	62705	
端午活动完成	62706	
迷宫活动完成	62707	
迷宫参赛	62708	
中秋活动完成	62709	
新年任务A帮忙	62710	
新年任务回城传送	62711	
新年任务B2答对  	62712	
新年任务找年糕  	62713	
新年任务C2答对  	62714	
新年任务D成功  	62715	
新年任务E成功  	62716	
新年任务F1失败  	62717	
情人A答应	62718	
情人B陪同	62719	
令狐壹追踪	62720	
令狐贰护送	62721	
令狐参传玉	62722	
令狐肆叮咛	62723	
令狐伍过关	62724	
小乞丐A1捐百两	62725	
小乞丐A2找赵半山	62726	
小乞丐A3找长老	62727	
小乞丐A4报喜	62728	
小乞续集A1	62729	
小乞续集A2	62730	
小乞续集A3	62731	
小乞续集A4	62732	
小乞续集A5	62733	
小乞三部A1	62734	
小乞三部A2	62735	
小乞三部A3	62736	
小乞三部A4	62737	
小乞三部A5	62738	
馨儿材料	62739	
端阳触发	62740	
小强抓虫	62741	
买香包	62742	
腊八解过	62743	
伯光送酒A答应帮忙	62744	
伯光送酒B大里消息	62745	
伯光送酒C客栈名酒	62746	
伯光送酒D大理醉汉	62747	
伯光送酒E酒师后人	62748	
伯光送酒F酿酒秘方	62749	
伯光送酒G辨识完成	62750	
伯光送酒H百年佳酿	62751	
万圣派对A接受	62752	
万圣派对B农田	62753	
万圣派对C布庄	62754	
万圣派对D食堂	62755	
万圣派对E商人	62756	
祝寿A答应	62757	
祝寿B小王	62758	
祝寿C强盗	62759	
祝寿D取货	62760	
祝寿F如意	62761	
祝寿E羊毛	62762	
祝寿F礼服	62763	
祝寿G御厨	62764	
祝寿H料理	62765	
祝寿I完成	62766	
老妇1A通知菲青	62767	
老妇1B通知足道	62768	
老妇1C通知承志	62769	
老妇1D通知完毕	62770	
老妇1E皇宫打探	62771	
老妇1F得到消息	62772	
老妇1G擒拿凶手	62773	
老妇2A通知昭重	62774	
老妇2B雁门密谋	62775	
老妇2C回报昭重	62776	
老妇2D守护雁门	62777	
老妇2E擒获凶手	62778	
老妇3A辨识毒药	62779	
老妇3B搜集药材	62780	
老妇3C寻找阎基	62781	
老妇3D得到药方	62782	
老妇3E回报老妇	62783	
老妇4A姑苏慕容	62784	
老妇4B大轮明王	62785	
老妇4C回报老妇	62786	
老妇5A西夏衙门	62787	
老妇5B南海鳄神	62788	
老妇5C访查皇宫	62789	
老妇5D逃出大牢	62790	
老妇6A杨康之秘	62791	
老妇6B西夏密谋	62792	
老妇6C京城客栈	62793	
老妇6D毒仙相助	62794	
老妇6E趁机下毒	62795	
老妇6F进京受赏	62796	
老妇7A查一品堂	62797	
老妇7B得到秘籍	62798	
老妇8A得知消息	62799	
老妇8B引开侍卫	62800	
老妇8C前往大里	62801	
老妇8D安置婆婆	62802	
内丹进化	62803	
富商礼	62804	
吸铁石1周绮	62805	
吸铁石2铁商	62806	
吸铁石3换石	62807	
周年A找衣	62808	
周年B找完衣	62809	
周年C生日题	62810	
巧促一A遇三六	62811	
巧促一B撞英杰	62812	
巧促一C答应瞧	62813	
天伦D拿豆	62814	
巧促一E送杰回	62815	
巧促一F爹生气	62816	
巧促一G被爹赶	62817	
巧促一H为杰祈	62818	
巧促一I见白笼	62819	
巧促一J庄丁赶	62820	
巧促一K问三六	62821	
巧促一L给竹布	62822	
观光-找水果	62823	
巧促一N带礼访	62824	
观光-找药	62825	
巧促一P救骆冰	62826	
巧促一Q找大夫	62827	
忆一K回采臣	62828	
巧促一S约晚上	62829	
巧促一T明天来	62830	
巧促一U怎烧了	62831	
巧促一V庄喊人	62832	
巧促一W给百两	62833	
巧促一X猜谜对	62834	
巧促一Y完成版	62835	
巧促二A答应逛	62836	
巧促二B追舵主	62837	
巧促二C往华山	62838	
巧促二D往马洞	62839	
巧促二E往恒山	62840	
巧促二F往贪城	62841	
巧促二G往左下	62842	
巧促二H会桃仙	62843	
巧促二I找圣姑	62844	
巧促二J救七哥	62845	
巧促二K往恒庙	62846	
慈母A初闻	62847	
掌上A帮忙	62848	
掌上B出门	62849	
掌上C打贼	62850	
天伦A西镇	62851	
天伦B朱三	62852	
天伦C买菜	62853	
异象A刘	62854	
异象B孙	62855	
异象C木	62856	
异象D熊	62857	
宗宗A帮忙	62858	
宗宗B拆柜	62859	
宗宗C拆完	62860	
宗宗D猜错	62861	
观光-艮山谜	62862	
观光-天鹰谜	62863	
观光-丐帮谜	62864	
观光-五毒谜	62865	
观光-星宿谜	62866	
观光-扬州谜	62867	
观光-剑芫谜	62868	
观光-剑芫谜2	62869	
观光-西镇谜	62870	
观光-古墓谜	62871	
观光-找水	62872	
忆一A说书	62873	
忆一B找仙环	62874	
忆一C送倩环	62875	
忆一D找衣钗	62876	
忆一E送衣钗	62877	
忆一F找百刀	62878	
忆一G再说书	62879	
忆一H救小倩	62880	
忆一I约斩妖	62881	
忆一J除姥姥	62882	
万圣节A接	62883	
虎姑婆A答应	62884	
虎姑婆B回家	62885	
虎姑婆C找菜	62886	
虎姑婆D买毯	62887	
虎姑婆E买笼	62888	
虎姑婆F找石	62889	
虎姑婆G等时	62890	
虎姑婆H领笼	62891	
虎姑婆I斗虎	62892	
馒头屑A找产婆	62893	
馒头屑B请产婆	62894	
馒头屑C找菜肴	62895	
馒头屑D探产妇	62896	
馒头屑E买礼物	62897	
馒头屑F等礼物	62898	
馒头屑G老请托	62899	
馒头屑H买馒头	62900	
馒头屑I去城门	62901	
馒头屑J去树下	62902	
馒头屑K去大石	62903	
馒头屑L不下山	62904	
18缺3自己做菜	62905	
冯铁匠标记A	62906	
年纪小斐一A木刀	62907	
年纪小斐二A狐袍	62908	
年纪小凤一A坏杀	62909	
年纪小凤一B问完	62910	
年纪小凤二A抢球	62911	
年纪小凤二B做球	62912	
年纪小凤二C给球	62913	
年纪小云一A问题	62914	
年纪小云二A找牛	62915	
年纪小云二B地雷	62916	
年纪小誉一A做枪	62917	
年纪小誉二A找布	62918	
年纪小靖一A找羊	62919	
年纪小靖一B牧草	62920	
年纪小靖一C交羊	62921	
年纪小靖二A靖难	62922	
年纪小骏一A易容	62923	
年纪小骏二A蛇药	62924	
年纪小宝一A骗钱	62925	
年纪小宝二B交骰	62926	
年纪小宝二B等时	62927	
年纪小冲一A带鱼汤	62928	
年纪小冲二A带木头	62929	
年纪小洛一A找恶霸	62930	
年纪小洛一B回报小洛	62931	
年纪小洛二A找棋盘	62932	
年纪小过一A发抖	62933	
年纪小过二A找郭	62934	
年纪小过二B找过	62935	
年纪小天一A找小黑	62936	
年纪小天一B找大黑	62937	
年纪小天一C回报	62938	
年纪小天二A找小黄	62939	
年纪小天二B找主人	62940	
年纪小忌一A饿肚子	62941	
年纪小忌一B回报	62942	
年纪小忌二A去理论	62943	
年纪小忌二B回报小忌	62944	
年纪小志一A送汤圆	62945	
年纪小志一B回报小志	62946	
年纪小志二A送玉剑	62947	
